hospcode|hospname
8899210200885|โรงพยาบาลจะนะ จังหวัดสงขลา
8899210202085|โรงพยาบาลส่งเสริมสุขภาพตำบลตะลอมไผ่ จังหวัดชัยภูมิ
8899210203304|โรงพยาบาลส่งเสริมสุขภาพตำบลท่าลาด จังหวัดนครพนม
8899210204515|โรงพยาบาลส่งเสริมสุขภาพตำบลคลองทราย จังหวัดพิจิตร
8899210205481|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองสะเดา ตำบลบ้านนา จังหวัดพิจิตร
8899210206685|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุดกุง จังหวัดยโสธร
8899210207902|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกุง ตำบลกุง จังหวัดศรีสะเกษ
8899210209109|โรงพยาบาลส่งเสริมสุขภาพตำบลดอนคา จังหวัดสุพรรณบุรี
8899210210329|โรงพยาบาลส่งเสริมสุขภาพตำบลยางสูง ตำบลยางสูง จังหวัดกำแพงเพชร
8899210200933|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทะเลหอย จังหวัดกระบี่
8899210202132|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนายางกลัก จังหวัดชัยภูมิ
8899210203351|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอนสมอ จังหวัดนครพนม
8899210204562|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำแก้ว ตำบลคำแก้ว จังหวัดบึงกาฬ
8899210205732|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแวนโค้ง จังหวัดพะเยา
8899210206941|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตากแดด   ตำบลหัวโทน จังหวัดร้อยเอ็ด
8899210208159|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านช้างมิ่งพัฒนา ตำบลช้างมิ่ง จังหวัดสกลนคร
8899210209368|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำหัก ตำบลน้ำหัก จังหวัดสุราษฎร์ธานี
8899210200088|โรงพยาบาลเถิน จังหวัดลำปาง
8899210201196|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบอน จังหวัดกาฬสินธุ์
8899210202391|โรงพยาบาลส่งเสริมสุขภาพตำบลไทยชนะศึก จังหวัดสุโขทัย
8899210203590|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดู่ จังหวัดนครราชสีมา
8899210204805|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยสำราญ ตำบลห้วยสำราญ จังหวัดบุรีรัมย์
8899210205798|โรงพยาบาลส่งเสริมสุขภาพตำบลบ่อหอย ตำบลยาบหัวนา จังหวัดน่าน
8899210207009|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเมืองบัว    ตำบลเมืองบัว จังหวัดร้อยเอ็ด
8899210208226|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปานเจริญ ตำบลเดื่อศรีคันไชย จังหวัดสกลนคร
8899210209435|โรงพยาบาลส่งเสริมสุขภาพตำบลอรัญคามวารี จังหวัดสุราษฎร์ธานี
8899210200160|โรงพยาบาลบึงสามัคคี จังหวัดกำแพงเพชร
8899210201231|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองบัว อำเภอกมลาไสย จังหวัดกาฬสินธุ์
8899210202458|โรงพยาบาลส่งเสริมสุขภาพตำบลป่าแฝก จังหวัดสุโขทัย
8899210203658|โรงพยาบาลส่งเสริมสุขภาพตำบลเมืองพะไล จังหวัดนครราชสีมา
8899210204872|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านใหม่ จังหวัดปทุมธานี
8899210206055|โรงพยาบาลส่งเสริมสุขภาพตำบลห้วยข้อง จังหวัดเพชรบุรี
8899210207269|โรงพยาบาลส่งเสริมสุขภาพตำบลดอนทราย อำเภอปากท่อ จังหวัดราชบุรี
8899210209694|โรงพยาบาลส่งเสริมสุขภาพตำบลปะโค จังหวัดหนองคาย
8899210201488|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกม่วง จังหวัดขอนแก่น
8899210202706|โรงพยาบาลส่งเสริมสุขภาพตำบลช่างหม้อ จังหวัดแม่ฮ่องสอน
8899210203921|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางน้อง ตำบลหูล่อง จังหวัดนครศรีธรรมราช
8899210205133|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านจาเราะบองอ จังหวัดปัตตานี
8899210206102|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพนาสวรรค์    ตำบลแม่เปิน จังหวัดนครสวรรค์
8899210207316|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางพัง ตำบลเบิกไพร จังหวัดราชบุรี
8899210208518|โรงพยาบาลส่งเสริมสุขภาพตำบลปูยู จังหวัดสตูล
8899210209562|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านรุน ตำบลอาโพน จังหวัดสุรินทร์
8899210210454|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านด้ามพร้า จังหวัดอุบลราชธานี
8899210201535|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเล็บเงือก  โคกสำราญ จังหวัดขอนแก่น
8899210202754|โรงพยาบาลส่งเสริมสุขภาพตำบลรักไทย จังหวัดแม่ฮ่องสอน
8899210203973|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไร่เหนือ ตำบลเขาขาว จังหวัดนครศรีธรรมราช
8899210205182|โรงพยาบาลส่งเสริมสุขภาพตำบลมะนังยง จังหวัดปัตตานี
8899210206353|โรงพยาบาลส่งเสริมสุขภาพตำบลรัษฎา จังหวัดภูเก็ต
8899210207575|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านม่อนปิ่น ตำบลม่อนปิ่น จังหวัดเชียงใหม่
8899210208777|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยชัน  ตำบลช่องกุ่ม จังหวัดสระแก้ว
8899210209994|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำสีดา  ต.นาชุมแสง จังหวัดอุดรธานี
8899210200580|โรงพยาบาลกู่แก้ว จังหวัดอุดรธานี
8899210201805|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านซ่อง จังหวัดฉะเชิงเทรา
8899210203015|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านผาสุก จังหวัดแพร่
8899210204225|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดง อำเภอบางระกำ จังหวัดพิษณุโลก
8899210205453|โรงพยาบาลส่งเสริมสุขภาพตำบลปากทาง จังหวัดพิจิตร
8899210206400|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าขอนยาง จังหวัดมหาสารคาม
8899210207612|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านยางเนิ้ง ตำบลยางเนิ้ง จังหวัดเชียงใหม่
8899210208824|โรงพยาบาลส่งเสริมสุขภาพตำบลเจริญธรรม จังหวัดสระบุรี
8899210210042|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาตูม  ต.บ้านก้อง จังหวัดอุดรธานี
8899210200629|โรงพยาบาลเทพารักษ์ จังหวัดนครราชสีมา
8899210201853|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองตีนนก จังหวัดฉะเชิงเทรา
8899210203062|โรงพยาบาลส่งเสริมสุขภาพตำบลวังหลวง จังหวัดแพร่
8899210204275|โรงพยาบาลส่งเสริมสุขภาพตำบลปลายบาง จังหวัดนนทบุรี
8899210206657|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งหลวง ตำบลทุ่งหลวง จังหวัดเชียงใหม่
8899210209080|โรงพยาบาลส่งเสริมสุขภาพตำบลป่าก่อดำ จังหวัดเชียงราย
8899210210300|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังชะโอน  ตำบลท่าไม้ จังหวัดกำแพงเพชร
8899210200904|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเกาะกลาง จังหวัดกระบี่
8899210202104|โรงพยาบาลส่งเสริมสุขภาพตำบลโนนสะอาด อำเภอคอนสวรรค์ จังหวัดชัยภูมิ
8899210203323|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขามเปี้ยใหญ่ ตำบลบ้านข่า จังหวัดนครพนม
8899210204534|โรงพยาบาลส่งเสริมสุขภาพตำบลเนินปอ บ้านเนินพลวง จังหวัดพิจิตร
8899210205345|โรงพยาบาลส่งเสริมสุขภาพตำบลโพธิ์แตง จังหวัดพระนครศรีอยุธยา
8899210206705|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกวิไล ตำบลสามัคคี จังหวัดยโสธร
8899210207921|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคูบ  ตำบลคูบ จังหวัดศรีสะเกษ
8899210209128|โรงพยาบาลส่งเสริมสุขภาพตำบลนิคมกระเสียว จังหวัดสุพรรณบุรี
8899210210348|โรงพยาบาลส่งเสริมสุขภาพตำบลกลาง จังหวัดอุบลราชธานี
8899210200952|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางเหียน จังหวัดกระบี่
8899210202151|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังกำแพง จังหวัดชัยภูมิ
8899210203371|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาบัว ตำบลโคกหินแฮ่ จังหวัดนครพนม
8899210204581|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยก้านเหลือง จังหวัดบึงกาฬ
8899210205751|โรงพยาบาลส่งเสริมสุขภาพตำบลแม่ใจ จังหวัดพะเยา
8899210206961|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านน้ำใส  ตำบลน้ำใส จังหวัดร้อยเอ็ด
8899210208179|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านต้นผึ้งใหม่พัฒนา ตำบลต้นผึ้ง จังหวัดสกลนคร
8899210209388|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหน้าเขา จังหวัดสุราษฎร์ธานี
8899210200109|โรงพยาบาลท่าสองยาง จังหวัดตาก
8899210201215|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสวนโคก จังหวัดกาฬสินธุ์
8899210202411|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าโพธิ์ ตำบลแม่สำ จังหวัดสุโขทัย
8899210203610|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่า จังหวัดนครราชสีมา
8899210204824|โรงพยาบาลส่งเสริมสุขภาพตำบลกระแชง จังหวัดปทุมธานี
8899210205817|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเคียน จังหวัดน่าน
8899210207028|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีจันทร์  ตำบลบ้านเขือง จังหวัดร้อยเอ็ด
8899210208245|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านภูเพ็ก จังหวัดสกลนคร
8899210209454|โรงพยาบาลส่งเสริมสุขภาพตำบลคอโค จังหวัดสุรินทร์
8899210200181|โรงพยาบาลโกรกพระ จังหวัดนครสวรรค์
8899210201250|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองอิเฒ่า จังหวัดกาฬสินธุ์
8899210202477|โรงพยาบาลส่งเสริมสุขภาพตำบลศรีสัชนาลัย จังหวัดสุโขทัย
8899210203679|โรงพยาบาลส่งเสริมสุขภาพตำบลวังยายทอง จังหวัดนครราชสีมา
8899210204891|โรงพยาบาลส่งเสริมสุขภาพตำบลสวนพริกไทย จังหวัดปทุมธานี
8899210206121|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านลำพยนต์ จังหวัดนครสวรรค์
8899210207336|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศาลา ตำบลบ้านไร่ จังหวัดราชบุรี
8899210208537|โรงพยาบาลส่งเสริมสุขภาพตำบลเทพารักษ์ จังหวัดสมุทรปราการ
8899210209754|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาเลิง  ตำบลโนนขมิ้น จังหวัดหนองบัวลำภู
8899210210473|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งมณี ตำบลนาเลิง จังหวัดอุบลราชธานี
8899210201554|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยยาง จังหวัดขอนแก่น
8899210202774|โรงพยาบาลส่งเสริมสุขภาพตำบลช่อแฮ จังหวัดแพร่
8899210203993|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสามแยก ตำบลชะอวด จังหวัดนครศรีธรรมราช
8899210205201|โรงพยาบาลส่งเสริมสุขภาพตำบลสาคอบน จังหวัดปัตตานี
8899210206419|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนเมืองน้อย จังหวัดมหาสารคาม
8899210207632|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีสองเมือง ตำบลไชยสถาน จังหวัดเชียงใหม่
8899210208844|โรงพยาบาลส่งเสริมสุขภาพตำบลท่าตูม จังหวัดสระบุรี
8899210210061|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนทอง  ต.โนนทอง อำเภอบ้านผือ จังหวัดอุดรธานี
8899210200648|โรงพยาบาลปะคำ จังหวัดบุรีรัมย์
8899210201872|โรงพยาบาลส่งเสริมสุขภาพตำบลตะเคียนเตี้ย จังหวัดชลบุรี
8899210204295|โรงพยาบาลส่งเสริมสุขภาพตำบลวัดศรีเขตนันทาราม จังหวัดนนทบุรี
8899210205509|โรงพยาบาลส่งเสริมสุขภาพตำบลเกาะพระทอง จังหวัดพังงา
8899210206724|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งมน ตำบลทุ่งมน จังหวัดยโสธร
8899210207940|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโจดม่วง ตำบลโจดม่วง จังหวัดศรีสะเกษ
8899210209148|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคูเมือง ตำบลทุ่งคลี จังหวัดสุพรรณบุรี
8899210210368|โรงพยาบาลส่งเสริมสุขภาพตำบลทรายมูล จังหวัดอุบลราชธานี
8899210202171|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหมือดแอ่ จังหวัดชัยภูมิ
8899210203392|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเวินพระบาท ตำบลเวินพระบาท จังหวัดนครพนม
8899210204600|โรงพยาบาลส่งเสริมสุขภาพตำบลเหล่าทอง จังหวัดบึงกาฬ
8899210205836|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านร่มเกล้า ตำบลน้ำพาง จังหวัดน่าน
8899210207047|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองกุง   ตำบลสว่าง จังหวัดร้อยเอ็ด
8899210208264|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแสงเจริญ ตำบลอินทร์แปลง จังหวัดสกลนคร
8899210209473|โรงพยาบาลส่งเสริมสุขภาพตำบลดม จังหวัดสุรินทร์
8899210200204|โรงพยาบาลลานสัก จังหวัดอุทัยธานี
8899210201269|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองแวงแสน จังหวัดกาฬสินธุ์
8899210202496|โรงพยาบาลส่งเสริมสุขภาพตำบลทาปลาดุก จังหวัดลำพูน
8899210203699|โรงพยาบาลส่งเสริมสุขภาพตำบลสำโรง อำเภอประทาย จังหวัดนครราชสีมา
8899210204912|โรงพยาบาลส่งเสริมสุขภาพตำบลนิคมสร้างตนเอง กม.12 ตำบลอ่าวน้อย จังหวัดประจวบคีรีขันธ์
8899210206140|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสันเนิน จังหวัดนครสวรรค์
8899210207355|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองสลิด ตำบลดอนกรวย จังหวัดราชบุรี
8899210208557|โรงพยาบาลส่งเสริมสุขภาพตำบลบางพลีน้อย หมู่ที่ 8 จังหวัดสมุทรปราการ
8899210209773|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป่าไม้งาม จังหวัดหนองบัวลำภู
8899210210492|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาโพธิ์ ตำบลนาโพธิ์ จังหวัดอุบลราชธานี
8899210201573|โรงพยาบาลส่งเสริมสุขภาพตำบลเปือยใหญ่ จังหวัดขอนแก่น
8899210202793|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตำหนักธรรม จังหวัดแพร่
8899210204014|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหน้าทวด ตำบลหน้าสตน จังหวัดนครศรีธรรมราช
8899210205220|โรงพยาบาลส่งเสริมสุขภาพตำบลคลองจิก จังหวัดพระนครศรีอยุธยา
8899210206438|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพังดี จังหวัดมหาสารคาม
8899210207651|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสันทรายคองน้อย ตำบลเวียง จังหวัดเชียงใหม่
8899210208864|โรงพยาบาลส่งเสริมสุขภาพตำบลป่าลานหินดาด ตำบลวังม่วง จังหวัดสระบุรี
8899210210080|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านผักตบ จังหวัดอุดรธานี
8899210200673|โรงพยาบาลคำชะอี จังหวัดมุกดาหาร
8899210201891|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลองตาเพชร จังหวัดชลบุรี
8899210203102|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกะเหรี่ยง ตำบลเขาเพิ่ม จังหวัดนครนายก
8899210204314|โรงพยาบาลส่งเสริมสุขภาพตำบลเกียร์ จังหวัดนราธิวาส
8899210205530|โรงพยาบาลส่งเสริมสุขภาพตำบลบางวัน จังหวัดพังงา
8899210206743|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไผ่ ตำบลไผ่ จังหวัดยโสธร
8899210207960|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแดง ตำบลเสียว จังหวัดศรีสะเกษ
8899210209167|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งขโมย ตำบลบางงาม จังหวัดสุพรรณบุรี
8899210210387|โรงพยาบาลส่งเสริมสุขภาพตำบลบัวเทิง จังหวัดอุบลราชธานี
8899210200992|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาพุราง ตำบลปากแพรก จังหวัดกาญจนบุรี
8899210202190|โรงพยาบาลส่งเสริมสุขภาพตำบลสระสี่เหลี่ยม จังหวัดชัยภูมิ
8899210203980|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวัดสระ ตำบลท่าพญา จังหวัดนครศรีธรรมราช
8899210204619|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขาม ตำบลไทยสามัคคี จังหวัดบุรีรัมย์
8899210205855|โรงพยาบาลส่งเสริมสุขภาพตำบลป่าคา จังหวัดน่าน
8899210207066|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองผือ    ตำบลหนองผือ จังหวัดร้อยเอ็ด
8899210208283|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองฮาง ตำบลธาตุ จังหวัดสกลนคร
8899210209492|โรงพยาบาลส่งเสริมสุขภาพตำบลแตล จังหวัดสุรินทร์
8899210200223|โรงพยาบาลลาดหลุมแก้ว จังหวัดปทุมธานี
8899210201288|โรงพยาบาลส่งเสริมสุขภาพตำบลทุ่งพง จังหวัดอุทัยธานี
8899210202515|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านม้า ตำบลศรีบัวบาน จังหวัดลำพูน
8899210203718|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองจะบก จังหวัดนครราชสีมา
8899210204931|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งขี้ต่าย  ตำบลพงศ์ประศาสน์ จังหวัดประจวบคีรีขันธ์
8899210206160|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองบอนใต้ จังหวัดนครสวรรค์
8899210207374|โรงพยาบาลส่งเสริมสุขภาพตำบลโพหัก จังหวัดราชบุรี
8899210208578|โรงพยาบาลส่งเสริมสุขภาพตำบลพุทธรักษา จังหวัดสมุทรปราการ
8899210209792|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองบัวโซม  ตำบลหนองสวรรค์ จังหวัดหนองบัวลำภู
8899210210511|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสวาง จังหวัดอุบลราชธานี
8899210201592|โรงพยาบาลส่งเสริมสุขภาพตำบลวังสวาบ จังหวัดขอนแก่น
8899210202812|โรงพยาบาลส่งเสริมสุขภาพตำบลโคกสะบ้า จังหวัดตรัง
8899210204033|โรงพยาบาลส่งเสริมสุขภาพตำบลมะม่วงสองต้น ตำบลมะม่วงสองต้น จังหวัดนครศรีธรรมราช
8899210205239|โรงพยาบาลส่งเสริมสุขภาพตำบลเจ้าปลุก จังหวัดพระนครศรีอยุธยา
8899210206457|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเลิงใต้ จังหวัดมหาสารคาม
8899210207673|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแก้ว ตำบลห้วยแก้ว จังหวัดเชียงใหม่
8899210208883|โรงพยาบาลส่งเสริมสุขภาพตำบลเริงราง จังหวัดสระบุรี
8899210210100|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีสว่าง  ต.ทุ่งใหญ่ จังหวัดอุดรธานี
8899210200692|โรงพยาบาลกันทรารมย์ จังหวัดศรีสะเกษ
8899210201910|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเนินแร่ ตำบลนาเริก จังหวัดชลบุรี
8899210203121|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าข่อย ตำบลบ้านใหญ่ จังหวัดนครนายก
8899210204335|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกูบู    ตำบลไพรวัน จังหวัดนราธิวาส
8899210205549|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางหลาม ตำบลท่าอยู่ จังหวัดพังงา
8899210206762|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสำโรง ตำบลคูเมือง จังหวัดยโสธร
8899210207979|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งมั่ง ตำบลอีปาด จังหวัดศรีสะเกษ
8899210209186|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านริ้วกรูด ตำบลโคกช้าง จังหวัดสุพรรณบุรี
8899210210406|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก่งศรีโคตร ตำบลโนนก่อ จังหวัดอุบลราชธานี
8899210201011|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าทุ่ม ตำบลวังด้ง จังหวัดกาญจนบุรี
8899210202209|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองสองห้อง จังหวัดชัยภูมิ
8899210203407|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าพัฒนา จังหวัดนครพนม
8899210204638|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกยาง ตำบลทรัพย์พระยา จังหวัดบุรีรัมย์
8899210205874|โรงพยาบาลส่งเสริมสุขภาพตำบลริม จังหวัดน่าน
8899210207085|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหน่อม    ตำบลหน่อม จังหวัดร้อยเอ็ด
8899210207666|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองมะจับ ตำบลแม่แฝก จังหวัดเชียงใหม่
8899210209511|โรงพยาบาลส่งเสริมสุขภาพตำบลบัวโคก จังหวัดสุรินทร์
8899210200248|โรงพยาบาลท่าหลวง จังหวัดลพบุรี
8899210201307|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งมน  ตำบลไผ่เขียว จังหวัดอุทัยธานี
8899210202534|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้วยแหน จังหวัดลำพูน
8899210203737|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองบัวตะเกียด จังหวัดนครราชสีมา
8899210204950|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองตะเภา  หินเหล็กไฟ จังหวัดประจวบคีรีขันธ์
8899210206179|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแหน  ตำบลเนินมะกอก จังหวัดนครสวรรค์
8899210207393|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองปลาหมอ จังหวัดราชบุรี
8899210208597|โรงพยาบาลส่งเสริมสุขภาพบัวเกราะ ตำบลราชาเทวะ จังหวัดสมุทรปราการ
8899210209811|โรงพยาบาลส่งเสริมสุขภาพตำบลจรเข้ร้อง จังหวัดอ่างทอง
8899210210530|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบุ่งมะแลงใต้ ตำบลบุ่งมะแลง จังหวัดอุบลราชธานี
8899210201611|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองกุงใหญ่ จังหวัดขอนแก่น
8899210202832|โรงพยาบาลส่งเสริมสุขภาพตำบลนาหมื่นศรี จังหวัดตรัง
8899210204052|โรงพยาบาลส่งเสริมสุขภาพตำบลตะกุดไร ตำบลตะกุดไร จังหวัดเพชรบูรณ์
8899210205259|โรงพยาบาลส่งเสริมสุขภาพตำบลทางหลวง ตำบลปลายกลัด จังหวัดพระนครศรีอยุธยา
8899210206476|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองกุง อำเภอชื่นชม จังหวัดมหาสารคาม
8899210207692|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโหล่งปง จังหวัดเชียงใหม่
8899210208903|โรงพยาบาลส่งเสริมสุขภาพตำบลหนองจิก จังหวัดสระบุรี
8899210210119|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองนาคำ  หนองนาคำ จังหวัดอุดรธานี
8899210200713|โรงพยาบาลพนา จังหวัดอำนาจเจริญ
8899210201929|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองตาอุ่น จังหวัดชลบุรี
8899210203142|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพริก ตำบลบ้านพริก จังหวัดนครนายก
8899210204354|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านตะเหลียง  ตำบลเกาะสะท้อน จังหวัดนราธิวาส
8899210205570|โรงพยาบาลส่งเสริมสุขภาพตำบลจองถนน จังหวัดพัทลุง
8899210206781|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านห้องแซง ตำบลห้องแซง จังหวัดยโสธร
8899210207998|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนงาม ตำบลรุ่งระวี จังหวัดศรีสะเกษ
8899210209205|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองสังข์ทอง  ต.หนองผักนาก จังหวัดสุพรรณบุรี
8899210209988|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำโคกสูง  ต.คำโคกสูง จังหวัดอุดรธานี
8899210201030|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านปรังกาสี ตำบลท่าขนุน จังหวัดกาญจนบุรี
8899210202228|โรงพยาบาลส่งเสริมสุขภาพตำบลชุมโค จังหวัดชุมพร
8899210203426|โรงพยาบาลส่งเสริมสุขภาพตำบลยอดชาด จังหวัดนครพนม
8899210204657|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านจันดุม ตำบลจันดุม จังหวัดบุรีรัมย์
8899210205894|โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านกระดานหน้าแกล จังหวัดนครสวรรค์
8899210207105|โรงพยาบาลส่งเสริมสุขภาพตำบลเกาะช้าง ต.เกาะพยาม จังหวัดระนอง
8899210208310|โรงพยาบาลส่งเสริมสุขภาพตำบลคลองรำ จังหวัดสงขลา
